,batch,file_name,embed_code,video_title,description,interest,alarm,confusion,understanding,frustration,relief,sorrow,joy,anger,gratitude,fear,hope,boredom,surprise,disgust,desire
24,2,anim_pounce_01.avi,GzI6Ys9Kt8A,14,"It seems frustrated, like it was throwing something in anger",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
25,2,anim_poked_01.avi,n1aCfEfGZ-0,15,"The robot stays still, only their eyes move as if they are judging something or are confused by what is in front of them.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,anim_poked_01.avi,n1aCfEfGZ-0,15,it doesn't look like it knows what to do.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,anim_play_requestplay_level1_01.avi,RRyuZeSESUs,16,"The robot moves its eyes around for a little bit, then begins to move around and tapping their hands on the floor as if they are excited.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,2,anim_play_requestplay_level1_01.avi,RRyuZeSESUs,16,"excitement and joy, it wants more of something!",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
29,2,anim_pounce_drive_03.avi,J6-KcZHtDR4,18,"The robot tries to keep their eyes open, but eventually closes them shut.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,2,anim_pounce_drive_03.avi,J6-KcZHtDR4,18,Like it's slightly confused and thinking about something,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31,2,anim_pounce_03.avi,SjKoMabR_pE,19,The robot moves forward aggressively and slams their hand on the floor and seems to realize what they have just done by looking down at their hand.,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
32,2,anim_pounce_03.avi,SjKoMabR_pE,19,like it wants something but doesn't know how to get it,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,2,anim_poked_giggle.avi,3SIBuz555N4,20,The robot closes their eyes for a bit and gives a small nod while slightly moving forward.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,2,anim_poked_giggle.avi,3SIBuz555N4,20,it looks a little surprised it saw something,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
35,2,anim_play_requestplay_level2_01.avi,nMbYAONAots,21,frustrated and sad,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
36,2,anim_play_idle_02.avi,DDU9jeo3Y8c,22,Confused,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,anim_reacttoface_unidentified_03_head_angle_40.avi,D0MyBZXzlFg,23,Interested,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,2,anim_reacttoface_unidentified_03_head_angle_-20.avi,Z2uHBYREfkA,24,Interested,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,anim_reacttocliff_wheely_02.avi,0Zc1B5s1_6Q,25,Angry,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,2,anim_reacttocliff_turtlerollfail_03.avi,WUAXLO7FZW0,26,Frustrated,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41,2,anim_reacttocliff_turtlerollfail_01.avi,E5xh2nBIcn8,27,Happy and joyful,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,2,anim_reacttocliff_turtleroll_03.avi,vPAddajZ_Xc,29,Fearful and surprised,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
43,2,anim_reacttocliff_turtleroll_01.avi,dHXdJoDUDGs,30,Frustrated,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
44,2,anim_reacttocliff_stuckrightside_02.avi,tCiz0acrjR8,31,It angrily slams its arms around rapidly and makes a frustrated noise.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
45,2,anim_reacttocliff_stuckleftside_03.avi,EhKA_jkc41o,32,"It wakes up, raises its arms up and then moves backwards, making a noise of frustration.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
46,2,anim_reacttocliff_stuckleftside_01.avi,kPkh13DUWws,33,"it angrily slams its arms around, moving forward while doing so.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
47,2,anim_reacttocliff_pickup_05.avi,cJ4BbiTnTnk,34,"It looks up, squints, moves its arms and makes a contented sound.",0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
48,2,anim_reacttocliff_pickup_03.avi,Eff6KSGC3LI,35,It looks down and moves its arms around rapidly to the floor.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
49,2,anim_reacttocliff_pickup_01.avi,nGGheI60fPM,36,"It looks down and up, tapping its arms to the floor while making a happy chirp.",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
50,2,anim_reacttocliff_faceplantroll_armup_02.avi,P-V0dLJ_x_c,37,"It wakes up, slams its arms and its eyes becoming distorted.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,2,anim_reacttocliff_faceplantroll_02.avi,WaiXS00fUZ4,38,"It looks up and down, raising its arms up high and then slamms them to the floor while making a sound.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52,2,anim_reacttocliff_edgeliftup_01.avi,4ZVNzp91eKU,39,"It slams its arms and moves back cautiously, making an astonished noise and slowly moves forward again, moving its arms quickly.",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
53,2,anim_reacttoblock_triestoreach_01.avi,0osCZJKEA1A,40,"It moves back, winds up its arms and rapidly waves them around, with its eyes becoming a single horizontal line.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
54,2,anim_reacttoblock_success_01_head_angle_40.avi,CThKF71At9w,41,"It moves back and forth quickly, chirping and squinting happily.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
55,2,anim_reacttoblock_success_01_head_angle_-20.avi,ty5rs_bEaHE,42,It moves backwards and moves its hands slightly with a happy sound.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
56,2,anim_reacttoblock_stuckonblock_01.avi,lmuVLmto_Ew,43,It wakes up and slams its arms from up high then shuts down.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
57,2,anim_reacttoblock_react_short_02_head_angle_40.avi,QwLrSQHRScE,44,It looks up and chirps.,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,2,anim_reacttoblock_react_short_02_head_angle_-20.avi,lFjCyCifrzY,45,"It's eyes are large and separated, coming together and back to normal to look down and chirps.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,2,anim_reacttoblock_react_short_01_head_angle_20.avi,mOmxiGR326U,46,It slams its arms and chirps.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,2,anim_reacttoblock_react_01.avi,I_DQfrAoH6U,47,"It moves its arms slightly, moves backwards and makes a ""Whoaa,"" sound.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
61,2,anim_reacttoblock_react_01_head_angle_20.avi,1SGipbQPnpc,48,"It moves backwards, moving its arms and makes a ""Whoaa"", sound.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,2,anim_reacttoblock_react_01_0.avi,7mKmQieLUxQ,49,"It moves backwards, looks down and makes a ""Whoaa"", sound.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,2,anim_reacttoblock_placeblock_01.avi,Tvb2NwCTCjQ,50,"It turns 90 degrees to the right, squints, moves its arms slightly while moving forward and then back with slight noises.",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
64,2,anim_reacttoblock_lifteffortplacelow_01.avi,nDKTvYj5J1E,51,The robot moves its lights sideways,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,2,anim_reacttoblock_lifteffortpickup_01.avi,Kimrr1vaRNk,52,The robot moves its lights sideways and changes their dimension,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
66,2,anim_reacttoblock_happydetermined_01.avi,6hNff_TFo_g,53,Robot lights up while making hissing sound,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
67,2,anim_reacttoblock_frustrated_int1_01.avi,OHZYeOCiVCI,54,Robot moves lights (eyes) sideways while making sound,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,2,anim_reacttoblock_focusedeyes_01.avi,kyWHFtkPzQc,55,Robot lowers its head while making a small sound,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
69,2,anim_reacttoblock_ask_01_head_angle_40.avi,QHB5FCQUqBs,56,Robot flaps its arms on the floor while making screechy sound,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
70,2,anim_reacttoblock_ask_01_head_angle_-20.avi,cLmO_YBTw44,57,Robot makes hissy sound as it flaps arms on the floor,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
71,2,anim_reacttoblock_admirecubetower_01.avi,jdEZeyFv9Pk,58,Robot makes back and forth moves while making sound and raising its arms,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72,2,anim_qa_firmwaremessaging_01.avi,car2W3tFdUc,59,"Robot turns, moves in that direction and then raises its arms",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
73,2,anim_pyramid_thankyou_01_head_angle_20.avi,X2aUb5wCMNc,60,Robot makes a hissy sound as it flaps its arms for a little bit,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,2,anim_pyramid_success_01.avi,Qu1TKbZNH40,61,The robot throws up his arms and calls out in disgust,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75,2,anim_pyramid_reacttocube_happy_mid_01.avi,p1KHzvMgJBA,62,The robot nods in understanding. his eyes shift and a conformation alert plays,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,2,anim_pyramid_reacttocube_happy_high_02.avi,zm-PKUis4Gw,63,His arm twitches a bit and his eyes dilate. A small sound plays,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
77,2,anim_pyramid_reacttocube_frustrated_mid_01.avi,kgTjAgBYuho,64,The robot pounds his arms on the floor. His eyes go cock-eyed and he grunts in anger.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
78,2,anim_pyramid_reacttocube_frustrated_high_01.avi,PSEWzsZ4qik,65,he beats his arms on the ground. His eyes narrow and a small sound plays,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79,2,anim_pyramid_lookinplaceforfaces_short_head_angle_20.avi,k5bY7fcIl4s,66,He looks up and his eyes focus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,2,anim_pyramid_lookinplaceforfaces_medium.avi,bDwiQc9GrNY,67,his eyes open a bit and go back to being sleepy-lidded,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
81,2,anim_pyramid_lookinplaceforfaces_medium_head_angle_20.avi,ZT3AAmWHo3o,68,He nods his head slightly and looks at the camera,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82,2,anim_pyramid_lookinplaceforfaces_long_head_angle_40.avi,VfijM3b8Mgo,69,He looks up at something and his eyes focus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2,anim_pyramid_lookinplaceforfaces_long_head_angle_-20.avi,OjVut6DO8pM,70,he looks down and his eyes get shifty,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
84,2,anim_pounce_success_03.avi,tDTsiscIUdI,71,"The robot lifted its ""arms"" and blinked its eyes.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
85,2,anim_pounce_success_01.avi,Z2t96-fvVEo,72,The robot suddenly backed up.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
86,2,anim_pounce_lookloop_03.avi,HhADoKs56Y4,73,The robot shifted its eyes like it was raising and lowering non-existent eye brows.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2,anim_pounce_lookloop_01.avi,j13_AqNGwps,74,The robot kind of squinted its eyes.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,2,anim_pounce_long_01.avi,YVuZiMLBu6Y,75,The robot moved forward then raised and lowered its arm. It kind of resembled a bow.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
89,2,anim_pounce_fail_03.avi,QRppTH4r5c4,76,It raised and lowered its arm like it was trying to swat a fly.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,2,anim_pounce_fail_01.avi,-34OpSkKNj8,77,It raised and lowered its arm while backing up.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
91,2,anim_pounce_drive_02.avi,SDdiRBeauG0,78,It just kind of raised and lowered its eyes.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
92,2,anim_pounce_04.avi,LJpyTMduOTg,79,It backed up and then lurched forward while moving its arm.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
93,2,anim_pounce_02.avi,1a07MFJEc1Q,80,It lurched forward while moving its arm like it was excited for something.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94,2,anim_pokedreaction_01.avi,FGh05qs4LFs,81,The robot nodded its head very rapidly.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2,anim_poked_02.avi,j93BffYHdcQ,82,The robot moved its eyes questioningly and then raised and lowered its arm.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2,anim_play_requestplay_level2_02.avi,SJKv-mTTgkI,83,The robot looked excited and moved its front arm rapidly while squinting its eyes.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
97,2,anim_play_requestplay_level1_02.avi,ZDCU8M26Jsk,84,The robot squinted its eyes and then moved its arm up and down slightly.,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
98,2,anim_play_idle_03.avi,o5cJrf538lk,85,The robot looked at the ground and moved its arm slightly.,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
99,2,anim_play_idle_01.avi,jf6odq7Baig,86,The robot opened its eyes and looked around briefly.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2,anim_play_getin_01.avi,FdbqEaQ-YN4,87,The robot made a supplicating look upward and then slammed its arm on the ground twice.,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
101,2,anim_play_driving_loop_03.avi,wS9nc06M4GU,88,The robot looked up from the ground and then quickly returned its gaze to the floor.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
102,2,anim_play_driving_loop_01.avi,2Mk5nupTbkQ,89,The robot looked up from the floor and then just kind of stared into space.,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
103,2,anim_petdetection_shortreaction_02_head_angle_40.avi,UEpOmOVFqiM,90,The robot shifted its eyes and then looked up expectantly.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
104,2,anim_petdetection_shortreaction_02_head_angle_-20.avi,qjZiUAlqp6M,91,The robot moves its head up and down and makes a noise that could be depicted as affirmation.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,2,anim_petdetection_shortreaction_01_head_angle_40.avi,n48Xw1zn2sM,92,The robot moves its head and arms as if it wants something. Maybe its looking for attention.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,2,anim_petdetection_shortreaction_01_head_angle_-20.avi,GPuJLLgHi24,93,The robot kind of looks down as if it is bored or waiting for something to happen.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
107,2,anim_petdetection_misc_01_head_angle_20.avi,eOqn6GFw1gw,94,The robot makes a noise that could be depicted as fear and backs up while doing so as if to move away from something frightening.,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
108,2,anim_petdetection_dog_03.avi,9vhhcaougX4,95,It seems like the robot is interested in whatever is in front of it or is frustrated that whatever is in front of it is not interacting with it.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109,2,anim_play_getout_01.avi,O_9OC863M-M,96,The robot does not move much in this clip but the sound it makes could be a sound of relief or understanding.,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
110,2,anim_play_driving_start_01.avi,VzpdNL9uCGY,97,The robot tilts its head down and makes a sound that seems disappointed.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,2,anim_play_driving_loop_02.avi,G8awKc6eDm0,98,The robot makes a noise indicating that it is focused on something intently.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,2,anim_play_driving_end_01.avi,ag5EVD4UaPs,99,The robot looks around and then makes a noise that sounds like it could be confused.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2,anim_petdetection_shortreaction_02_head_angle_20.avi,Jmn7st56IwA,100,The robot moves its head up quickly and jerks forward a bit as if it is surprised.,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
114,2,anim_petdetection_shortreaction_01.avi,zZZcn4k3C7s,101,The robot lunges forward. the looks around.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
115,2,anim_petdetection_shortreaction_01_head_angle_20.avi,Vya-5eDL53E,102,The robot looks up and down,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,2,anim_petdetection_misc_01_head_angle_40.avi,glDXaIk2QIg,103,The robot looks up and down then moves backwards and around.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117,2,anim_petdetection_misc_01_head_angle_-20.avi,yWmB1r06W4k,104,The robot moves up and down and backwards lifting its arm.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
118,2,anim_petdetection_dog_03_head_angle_40.avi,jqiHiYWvd6k,105,Thr robot loos up and lunges forward then looks around.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119,2,anim_petdetection_dog_03_head_angle_-20.avi,TA1B4xSmUcU,106,The robot looks up and down then lifts its arm up and down.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120,2,anim_petdetection_dog_02_head_angle_20.avi,JZkD2MCETeQ,107,The robot looks up and down lifts it arm and rotates in a 360.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
121,2,anim_petdetection_dog_01.avi,_7xp6BV0wAA,108,The robot moves backward then forward.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
122,2,anim_petdetection_dog_01_head_angle_20.avi,NKta9j9fJ3o,109,The robot looks up and down then backwards and forward.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
123,2,anim_petdetection_cat_02_head_angle_40.avi,8pOfAjehkHk,110,The robot looks up and taps its arm then lunges forward and moves a bit tapping its arm.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
124,2,anim_petdetection_cat_02_head_angle_-20.avi,U_9MJyZle9A,111,"The robot taps on the ground, moves its head, and then taps some more.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
125,2,anim_petdetection_cat_01_head_angle_40.avi,A_JcN6KgIYo,112,"The robot backs up and then moves its head up and down, and then taps.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
126,2,anim_petdetection_cat_01_head_angle_-20.avi,sqOzPPVOgog,113,"The robot moves back and forth, and moves its head and arms around.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2,anim_peekaboo_success_03.avi,Ku-ro-LnOio,114,"The robot moves back and forth, and moves its head around.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
128,2,anim_peekaboo_requestthrice_01.avi,p0Wwc98q4yk,116,"It lifts and drops its arms, and moves its head up and down.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
129,2,anim_peekaboo_requestonce_01.avi,N_a8xETXa1M,117,"It moves it's head down, then brings its arms up and down.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
130,2,anim_peekaboo_idle_02.avi,foYL5feb8Yc,119,It moves its eyes around a bit.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,2,anim_peekaboo_getin_01.avi,cEsFWoO8qpY,120,It moves its head up and down and scoots forward a little bit.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,2,anim_peekaboo_fail_01.avi,AB-wPdUfcC8,121,"It looks up and shakes its head, then looks up again.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
133,2,anim_pause_idle_02.avi,cx1KSbLoycM,122,The robot appeared to look around and then realized it was alone and suddenly looked very sad.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
134,2,anim_neutral_eyes_01.avi,bZy8IbBqviw,123,The robot appears to look around and not have much understanding of what's going on.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
135,2,anim_mm_thinking.avi,v6Julx1m7Ic,124,"At first, the robot seems like something surprised it with the shocked and big eyed look on it's face. Then this expression seems to change to confusion.",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
136,2,anim_memorymatch_successhand_player_03.avi,aHsiMEyfHPY,125,The robot jumps backwards and looks all around and this gives off the impression that he was surprised.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137,2,anim_memorymatch_successhand_player_01.avi,5YI_hMLDmMU,126,The robot in the video looks up and down and it's eyes suddenly change size and this makes it seem like he's very confused.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
138,2,anim_memorymatch_successhand_cozmo_03.avi,810BNz5Nsnc,127,The robot running around in circles and using the hand motions that he is makes it seem like he's very angry or frustrated about something.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
139,2,anim_memorymatch_successhand_cozmo_01.avi,Qn5giyF7Ifc,128,The robot appears to be very sad about something with a downcast look on his face. He then jumps back and this gives off the impression that he became surprised.,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
140,2,anim_memorymatch_solo_successgame_player_02.avi,OHSQFFgJhKc,129,The robot slams his arms down and this makes it seem like he has become very frustrated about something.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
141,2,anim_memorymatch_solo_reacttopattern_03.avi,M41GdhHNpPE,130,The robot narrows his eyes and this expression makes him seem very angry about something.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
142,2,anim_memorymatch_solo_reacttopattern_01.avi,2CrVR2fHVRs,131,The robot gets a very suspicious look on his face and then slowly moves forwards as if he doesn't trust something or someone.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,2,anim_memorymatch_solo_failhand_player_02.avi,VYl5ec6OhvM,132,The robot is nodding it's head then lifting its arm up and down.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
144,2,anim_memorymatch_reacttopattern_struggle_03.avi,Lj6e6f1uHsc,133,The robot is shaking it's head with it's eyes closed and then lifts it's arm and opens its eyes.,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
145,2,anim_memorymatch_reacttopattern_struggle_01.avi,kIJZgaJOsME,134,The robot looks around with its eyes suspiciously side to side and then nods its head and arms.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,2,anim_memorymatch_reacttopattern_02.avi,mEPiojUu51w,135,The robot slightly looks side to side and then focuses its attention.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
147,2,anim_memorymatch_pointsmallright_fast_02.avi,PM3yAfcfhrw,136,The robot quickly turns and moves its arms up and down quickly and then focuses its eyes.,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
148,2,anim_memorymatch_pointsmallright_02.avi,xAP7rRGMwNs,137,The robot quickly turns and moves its arms up and down quickly and then focuses its eyes.,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
